제목,저자,출판사,발행일,정가,판매가,리뷰수,판매지수,상세정보,설명,상세페이지URL
AI와 네일 아트,"김영삼, 문선희, 조수경",커뮤니케이션북스,2026년 01월,12000,12000,0,63,N/A,생성형 AI가 손끝의 예술을 어떻게 재구성하는지를 감성의 관점에서 분석한다. 프롬프트로 번역된 감정과 인간의 해석이 만나는 지점에서 네일 아트는 개인화된 감정 언어로 진화한다. 이 책은 기술과 미학의 경계를...,https://www.yes24.com/product/goods/176211288
Re100,신범희 (AI활용),열린인공지능,2023년 04월,13000,13000,2,54,N/A,본 서적은 챗GPT를 활용하여 집필된 서적입니다. 챗GPT를 통해 답변을 받다보니 책에 기입된 URL링크 등의 정보가 정확하지 않을 수 있습니다.최근 몇 년 동안 세계는 인간활동이 환경과 사회에 미치는 영향에 대한 ...,https://www.yes24.com/product/goods/118954796
자연어처리를 위한 딥러닝,Stephan Raaijmakers /박진수 역,시그마프레스,2024년 07월,25000,25000,2,54,N/A,딥러닝은 자연어처리(NLP) 분야를 변혁시켰다. 인공신경망은 단어와 어구는 물론이고 패턴도 인식한다. 신경망 모형인 인공신경망을 사용하면 문맥에서 의미를 추론하고 인간의 감정을 처리할 수 있다. 강력한 딥러...,https://www.yes24.com/product/goods/129871325
머신 러닝 교과서: 파이토치 편,"유시 (헤이든) 류, 바히드미자리리, 세바스찬 라시카 /박해선 역",길벗,2023년 11월,58000,52200,8,"1,110",N/A,아마존 베스트셀러를 파이토치 버전으로 만난다!탄탄한 이론과 다양한 예제로 배우는 머신 러닝/딥러닝 실전 가이드아마존 베스트셀러인 『머신 러닝 교과서』가 파이토치 편으로 새롭게 태어났다! 머신 러닝과 딥러...,https://www.yes24.com/product/goods/123802975
생성형 AI 뉴버전 미드저니 마스터 클래스 기초+고급+응용(실전),이용태,책바세,2024년 09월,25000,22500,18,"1,068",N/A,"생성형 AI의 창작 예술 세계, 미드저니로 그 한계를 넘어서다!국내 최고 AI 전문가들이 추천한 『미드저니 마스터 클래스』이 책은 생성형 AI 도구인 미드저니(V1 모델부터 최신 V6.1 모델 그리고 Niji 6.1)를 중심...",https://www.yes24.com/product/goods/132619965
생각을 맡기는 사람들: 호모 브레인리스,안광섭,제이펍,2025년 09월,20000,18000,12,"1,188",N/A,"생각할 것인가, 잠길 것인가이 책은 AI 시대를 살아가는 우리에게 ‘생각을 외주화하지 말라’는 강력한 메시지를 던진다. 단순히 최신 도구의 사용법을 익히는 안내서가 아니라, 질문력·비판적 사고·구조화된 사고...",https://www.yes24.com/product/goods/153156828
Amazon Bedrock으로 시작하는 실전 생성형 AI 개발,"임지훈, 최성우",디지털북스,2025년 01월,22000,19800,8,"1,038",N/A,"AI 경험이 없는 개발자나 엔지니어들도 AI를 만들고 활용할 수 있는국내 최초의 Amazon Bedrock 활용 가이드북아마존 베드록(Amazon Bedrock)은 AWS에서 제공하는 생성형 AI 서비스로, 사용자가 쉽게 AI 모델을 구축...",https://www.yes24.com/product/goods/140049541
미드저니 프롬프트 마스터 가이드,조남경,비엘북스,2024년 01월,29000,26100,17,918,N/A,"너는 상상만 해. 나머지는 미드저니(Midjourney)에게 맡겨!미드저니(Midjourney)는 생성형 AI를 이용한 이미지 생성 툴로, 사용자가 제공하는 텍스트 설명을 바탕으로 시각적 이미지를 만들어내는 혁신적인 시스템이...",https://www.yes24.com/product/goods/124324689
파이썬 업무 자동화 일잘러 되기 + 챗GPT,메이허,골든래빗,2025년 01월,36000,32400,2,"1,938",N/A,"단 몇 줄의 코드로 업무 효율을 200% 높이는 일잘러가 되고 싶나요?파이썬과 챗GPT를 활용하여 빠르고 쉽게 업무 자동화를 나의 것으로 만들어보세요!오피스 자동화, PDF 파일 처리, 웹 크롤링 등 23개의 실전 자동...",https://www.yes24.com/product/goods/140256885
할루시네이션을 줄여주는 프롬프트 엔지니어링,한성민,한빛미디어,2025년 09월,32000,28800,6,774,N/A,“할루시네이션은 버그가 아니라 LLM의 창조적 특성이다!”할루시네이션 특성을 ‘제대로’ 제어하는 법을 다루는 최초의 프롬프트 가이드북 LLM을 사용하거나 서비스에 적용할 때 가장 큰 장애물은 ‘할루시네이션...,https://www.yes24.com/product/goods/154648338
파이썬과 JAX로 추천 시스템 구축하기,"브라이언 비쇼프, 헥터 이 /동동구 역",제이펍,2025년 03월,33000,29700,3,684,N/A,"당신이 이 책을 발견한 것도 추천 시스템 덕분이다 최신 추천 시스템을 설계하는 방법은 그 활용 분야만큼이나 다양하다. 이 책은 실무자가 알아야 할 핵심 개념과 예제를 설명하며, 추천 시스템을 처음 구축하는 사...",https://www.yes24.com/product/goods/143053651
코딩 1도 몰라도 커서 AI와 대화하며 7가지 프로그램 만들기,"이상용, 정동진",앤써북,2025년 10월,18000,16200,21,930,N/A,"프로그래밍? 1도 몰라도 괜찮습니다!AI 시대, 누구나 코딩을 시작할 수 있는 가장 쉬운 길을 안내합니다.이 책은 Cursor라는 AI 개발 도구와 ChatGPT 같은 생성형 AI를 활용해, 단 한 줄의 코드도 모르던 독자도 대...",https://www.yes24.com/product/goods/160409598
"캔바하는 교사, 수업 & 업무","김주현, 김수진, 서인애, 양진영, 윤혜정  외 1명
                                        
정보 더 보기/감추기



김주현
김수진
서인애
양진영
윤혜정
조창호",넷마루,2025년 08월,33000,29700,1,"1,128",N/A,"수업 디자인과 업무 효율 올리기에 필요한 최적의 도구는? 누구나 쉽게 활용하는 디자인 플랫폼 캔바(Canva)캔바는 디자인 도구이면서 동시에 교육 콘텐츠 제작, 협업, 발표, 피드백 등 다양한 기능을 발휘할 수 있...",https://www.yes24.com/product/goods/152012888
업무 효율이 10배 오르는 챗GPT X 엑셀 활용법,다케이 가즈미 /구수영 역,AK(에이케이 커뮤니케이션즈),2024년 12월,19800,18810,0,744,N/A,어려운 엑셀? 어떻게 해야 엑셀을 잘 쓸 수 있나? 챗GPT로 해결한다!업무에서 빼놓을 수 없는 엑셀은 수식과 함수를 활용해 업무 효율을 올릴 수 있다. 함수와 수식을 기억하거나 매크로를 사용하면 업무는 더욱 효...,https://www.yes24.com/product/goods/140019103
HCI 3.0,"김진우, 연세대학교 HCI Lab",안그라픽스,2024년 07월,35000,31500,1,750,N/A,"인터넷, 모바일, 인공지능으로 이어지는 디지털 변화에 맞춘 HCI의 진화. ‘HCI’ 분야의 대표 교과서 『HCI 개론』이 사람과 인공지능의 상호작용(HAII)을 다루는 『HCI 3.0』으로 진화했다. 인공지능 기술은 나날...",https://www.yes24.com/product/goods/129098896
Do it! BERT와 GPT로 배우는 자연어 처리,이기창,이지스퍼블리싱,2021년 12월,20000,18000,16,"1,437",N/A,"‘사람 말을 알아듣는 AI’를 만들어 보자!트랜스포머 핵심 원리부터 문서 분류, 기계 독해, 문장 생성 실습까지!사람 말을 알아듣고 처리하는 인공지능은 어떻게 만들까? 이 책은 딥러닝 기반 자연어 처리 기술을 ...",https://www.yes24.com/product/goods/105294979
선형대수와 통계학으로 배우는 머신러닝 with 파이썬,장철원,비제이퍼블릭(BJ퍼블릭),2021년 01월,37500,33750,15,786,N/A,"머신러닝에 필요한 선형대수, 통계학, 최적화 이론부터파이썬, 사이킷런, 텐서플로를 활용한 실습까지『선형대수와 통계학으로 배우는 머신러닝 with 파이썬』은 머신러닝의 기본적인 사용 방법뿐만 아니라 통계학, ...",https://www.yes24.com/product/goods/97032765
파이토치와 유니티 ML-Agents로 배우는 강화학습 [응용편],"민규식, 이현호, 박유민",위키북스,2025년 01월,38000,34200,1,654,N/A,유니티를 이용하여 직접 게임을 제작하고 ML-Agents로 강화학습 환경을 구성해 보자! 유니티 ML-Agents는 게임 엔진인 유니티를 통해 제작한 시뮬레이션 환경을 강화학습을 위한 환경으로 만들어주는 고마운 도구이...,https://www.yes24.com/product/goods/140991380
"머신러닝, 핵심만 빠르게!",안드리 부르코프 /박해선 역,인사이트(insight),2025년 10월,24000,21600,1,612,N/A,"복잡한 이론은 덜고, 꼭 필요한 핵심만 담았다!머신러닝을 익히는 가장 간결한 안내서이 책은 전 세계 11개 언어로 번역되어 수천 개 대학에서 교재로 사용되는 베스트셀러로, 간결하고 명료하게 머신러닝을 설명한...",https://www.yes24.com/product/goods/159566780
챗GPT를 활용한 파이썬 프로그래밍,김종덕,아이티포럼,2025년 08월,32000,32000,0,654,N/A,"몇 년 동안 파이썬을 교육하면서 어떻게 하면 파이썬을 효과적으로 가르치고 전달할지를 고민한 적이 많았다. 주로 멀티캠퍼스에서 강의를 하고 있고, 생산성본부와 에티버스에서도 강의를 하고 있다. 기업체에 소속...",https://www.yes24.com/product/goods/152654036
최고의 AI 영상 Sora로 제작하기,밍지 /권유라 역,제이펍,2025년 01월,22000,19800,13,"1,626",N/A,"상상을 현실로, AI 영상 제작의 새로운 패러다임 소라(Sora) AI 기술의 비약적 발전과 함께 오픈AI의 Sora는 상상 속 영상을 현실로 바꾸며 주목받고 있다. 이 책은 Sora의 강력한 기술력과 활용 방법을 심층 분석하...",https://www.yes24.com/product/goods/140290591
제미나이 인공지능 프로그래밍,후루카와 히데카즈 /하승민 역,길벗,2025년 05월,35000,31500,14,"1,788",N/A,"제미나이, 라마인덱스, 랭체인으로 코랩, 안드로이드, iOS 등 다양한 환경에서 나만의 맞춤 AI 애플리케이션을 만들어 보자!제미나이(Gemini)는 텍스트, 이미지, 동영상, 음성 등 다양한 데이터를 처리하는 멀티모달...",https://www.yes24.com/product/goods/146032150
AI 시대의 글쓰기,장성민,커뮤니케이션북스,2024년 10월,12000,12000,0,627,N/A,"생성 AI가 글쓰기에 미치는 영향을 다룬다. AI 기술이 글쓰기 과정을 어떻게 변화시키는지 탐구하며, 교육적 활용 방안을 제시한다. AI가 글쓰기 도구로서 가지는 가능성과 한계를 분석하고, 필자의 주체성과 책임감...",https://www.yes24.com/product/goods/135147958
흥미로운 베이지안 통계,윌 커트 /윤정미 역,에이콘출판사,2020년 12월,30000,27000,7,540,N/A,"불확실성을 잘 추론할 수 있도록 베이지안 방법을 어떻게 적용하는지 LEGO 블록, 트와일라잇 존, 스타워즈 등 다양하고 흥미로운 예제를 통해 설명한다. 또한 수많은 문제에 베이지안 통계를 적용해 불확실성을 모델...",https://www.yes24.com/product/goods/96379169
대체 뭐가 문제야,제럴드 M. 와인버그,인사이트(insight),2013년 01월,11000,9900,4,672,N/A,도요타(TOYOTA) 생산시스템을 완성한 오노 다이이치는 생각하는 힘을 기르기 위해 ‘왜’를 다섯 번 반복해 보라고 얘기한다. 문제의 현상이 아니라 근원에 도사리고 있는 게 뭔지 이해해야 문제를 해결할 수 있기 ...,https://www.yes24.com/product/goods/8301384
LangChain으로 구현하는 LLM,벤 아우파스 /이병욱 역,에이콘출판사,2024년 03월,35000,31500,0,486,N/A,"생성형 AI의 개요와 함께 LangChain 프레임워크를 사용한 실질적인 구현 사례까지 모두 10개의 장으로 구성해 포괄적으로 제공하는 책이다. 1장은 생성형 AI가 텍스트, 이미지, 그리고 비디오 처리를 어떻게 혁신적...",https://www.yes24.com/product/goods/125496782
당신은 AI를 어디까지 믿을 수 있나요?,박찬선,이지스퍼블리싱,2025년 06월,16800,15120,30,486,N/A,N/A,https://www.yes24.com/product/goods/147098142
해석 가능한 AI,아제이 탐피 /최영재 역,에이콘출판사,2024년 04월,35000,31500,0,384,N/A,"AI 기술이 발전하고 활용 사례가 늘어남에 따라 모델이 한 예측의 안전성과 신뢰성을 확보하기 위해 왜 그런 예측에 도달했는지, 또 어떻게 하면 결과가 달라졌을지 설명을 해야 할 상황도 늘어나고 있다. 머신러닝 ...",https://www.yes24.com/product/goods/126028181
그림으로 배우는 StatQuest 머신러닝 강의,조시 스타머 /김태헌 역,제이펍,2023년 02월,27000,24300,9,402,N/A,지금까지 이보다 더 시각적이고 직관적인 머신러닝 강의는 없었다 머신러닝은 놀랍고 강력한 만큼 매우 복잡한 분야다. 이 책에서는 복잡한 머신러닝 알고리즘을을 이해하기 쉽도록 작게 쪼개 직관적인 예시와 그림...,https://www.yes24.com/product/goods/117173369
만화로 쉽게 배우는 머신러닝,아라키 마사히로 /김정아 역/이강덕 감수,성안당,2019년 05월,15000,13500,4,324,N/A,배울 것 많은 머신러닝을 만화로 쉽게 학습할 수 있다!『만화로 쉽게 배우는 머신러닝』이 책은 발전 가능성이 무궁무진할 것으로 기대되는 인공지능 분야의 하나인 머신러닝에 대해서 기초 지식부터 머신러닝의 하...,https://www.yes24.com/product/goods/73164315
Prophet 시계열 데이터 분석,그렉 래퍼티 /임선집 역/채호창 감수,루비페이퍼,2025년 10월,28000,25200,0,384,N/A,"미래를 예언할 수는 없지만, 예측 모델을 구현해 볼 수는 있습니다. Prophet은 Python과 R 개발자가 확장 가능한 시계열 예측을 구축할 수 있는 강력한 오픈 소스 도구입니다. Prophet은 파라미터 튜닝이나 최적화 ...",https://www.yes24.com/product/goods/160153205
AI와 심리상담,황매향 역,커뮤니케이션북스,2025년 08월,12000,12000,0,339,N/A,"AI가 상담을 대신할 수 있을까? AI 기술이 심리상담에 미치는 영향을 분석하며, 상담 전문가가 갖춰야 할 역량과 과제를 짚는다. 인공지능총서. aiseries.oopy.io에서 필요한 인공지능 지식을 찾을 수 있다.",https://www.yes24.com/product/goods/149866394
